person_id,screening_date,first_offense_date,current_offense_date,p_current_age,p_age_first_offense,p_juv_fel_count,p_felprop_violarrest,p_murder_arrest,p_felassault_arrest,p_misdemassault_arrest,p_famviol_arrest,p_sex_arrest,p_weapons_arrest,Risk of Failure to Appear_decile_score,Risk of Failure to Appear_raw_score,Risk of Recidivism_decile_score,Risk of Recidivism_raw_score,Risk of Violence_decile_score,Risk of Violence_raw_score
4544,2014-03-10,2009-03-04,2014-03-09,25,20,0,0,0,0,1,0,0,2,1,15,6,-0.21,8,-1.25
4545,2014-09-09,2014-05-03,NA,47,47,0,0,0,0,0,0,0,0,5,23,3,-0.93,1,-3.13
4546,2014-02-11,2014-02-10,2014-02-10,30,30,0,0,0,0,0,0,0,0,1,14,1,-1.73,1,-3.18
4547,2014-05-19,NA,NA,56,NA,0,0,0,0,0,0,0,0,2,17,5,-0.38,2,-2.89
4548,2014-05-02,2013-07-19,2014-05-01,21,20,0,0,0,0,0,0,0,0,1,15,5,-0.33,5,-1.84
4549,2014-04-29,2012-10-27,NA,42,40,0,0,0,0,0,0,0,0,4,20,3,-1.19,1,-2.95
4550,2014-02-09,1991-12-02,2014-02-08,38,15,0,1,0,1,4,0,0,0,8,30,8,0.24,7,-1.27
4551,2014-12-26,NA,NA,34,NA,0,0,0,0,0,0,0,0,1,13,2,-1.32,1,-3.1
4552,2014-01-08,2013-11-24,NA,21,21,0,0,0,0,0,0,0,0,3,20,2,-1.38,3,-2.36
4553,2013-04-27,2010-07-02,2013-04-27,31,28,0,0,0,0,0,0,0,0,1,15,3,-0.87,2,-2.8
4553,2014-08-20,2010-07-02,NA,32,28,0,0,0,0,0,0,0,0,3,18,4,-0.58,2,-2.74
4554,2013-12-06,2004-11-04,NA,30,21,0,0,0,0,0,0,0,0,7,27,10,0.87,6,-1.65
4555,2013-04-24,NA,NA,47,NA,0,0,0,0,0,0,0,0,7,28,7,0.06,6,-1.59
4556,2014-03-23,2001-06-26,2014-03-22,31,18,0,1,0,0,0,0,0,0,1,14,4,-0.99,1,-3.05
4557,2013-07-16,2003-05-04,NA,30,20,0,0,0,0,0,0,0,0,6,25,5,-0.47,3,-2.54
4558,2014-02-26,2014-02-25,2014-02-25,31,31,0,0,0,0,0,0,0,0,1,13,1,-1.5,2,-2.92
4559,2014-02-18,2013-06-25,NA,38,38,0,0,0,0,0,0,0,0,8,28,6,-0.2,5,-1.94
4560,2013-10-01,2006-07-07,2013-09-30,35,27,0,0,0,0,1,0,0,0,1,11,1,-1.95,1,-3.39
4561,2014-11-29,NA,NA,34,NA,0,0,0,0,0,0,0,0,1,11,1,-2.06,1,-3.46
4562,2013-08-16,2008-01-25,2013-08-15,25,19,0,13,0,0,0,0,0,0,2,17,5,-0.41,4,-2.02
4563,2013-02-26,2013-02-25,2013-02-25,22,22,0,0,0,0,0,0,0,0,1,13,5,-0.59,5,-1.9
4564,2013-11-16,1996-07-26,NA,48,31,0,0,0,0,0,0,0,0,7,26,4,-0.59,2,-2.65
4565,2014-07-12,2007-09-04,NA,44,37,0,0,0,0,0,0,0,0,1,13,1,-1.93,1,-3.82
4566,2013-02-03,2011-02-10,2013-02-02,27,25,0,0,0,0,0,0,0,0,1,12,4,-1.02,3,-2.43
4567,2013-04-19,2013-04-17,2013-04-17,44,44,0,0,0,0,0,0,0,0,5,22,2,-1.63,1,-3.61
4568,2014-02-19,2013-10-28,2014-02-18,21,21,0,0,0,0,0,0,0,0,1,13,2,-1.28,3,-2.48
4569,2013-08-29,1998-05-14,NA,34,19,0,0,0,0,0,0,0,0,3,20,5,-0.49,1,-3.12
4570,2013-03-20,NA,NA,26,NA,0,0,0,0,0,0,0,0,5,22,10,0.45,5,-1.96
4571,2014-04-11,2014-04-10,2014-04-10,19,19,0,0,0,0,0,0,0,0,1,12,3,-0.81,6,-1.66
4572,2014-02-23,2007-09-06,NA,36,29,0,0,0,0,0,0,0,0,1,14,1,-1.62,1,-3.42
4573,2014-11-15,2014-11-14,2014-11-14,44,44,0,0,0,0,0,0,0,0,1,11,1,-2.37,1,-3.9
4574,2013-01-13,2008-04-10,2013-01-12,28,23,0,1,0,0,0,0,0,0,4,21,8,0.24,4,-2.11
4575,2013-02-04,2012-12-21,NA,18,18,0,0,0,0,0,0,0,0,3,19,4,-0.59,6,-1.52
4576,2013-03-20,2013-02-05,NA,27,27,0,0,0,0,0,0,0,0,1,11,3,-1.27,2,-2.9
4577,2014-09-17,2012-06-30,2014-08-30,39,37,0,2,0,0,0,0,0,0,1,14,2,-1.37,2,-2.85
4578,2014-03-20,2003-12-11,2014-03-18,48,38,0,0,0,1,0,0,0,0,1,14,1,-1.4,1,-2.97
4579,2013-05-26,2007-12-20,2013-05-25,49,44,0,0,0,0,0,0,0,0,3,18,4,-0.62,1,-3.49
4579,2014-04-30,2007-12-20,2014-04-29,50,44,0,0,0,0,5,0,0,0,2,17,4,-0.52,1,-3.43
4580,2013-03-20,2010-03-29,2013-03-19,22,19,0,0,0,0,0,0,0,0,3,20,10,0.85,8,-1.24
4581,2013-09-10,1993-05-13,NA,58,37,0,0,0,0,0,0,0,0,10,34,9,0.5,4,-2
4582,2013-03-19,1994-04-14,2013-03-18,43,24,0,4,0,2,1,0,0,0,9,30,8,-0.08,3,-2.3
4583,2014-08-10,2011-03-29,2014-08-10,21,17,0,0,0,0,0,0,0,0,4,21,6,-0.18,5,-1.75
4584,2013-04-18,1991-06-06,2013-04-17,59,37,0,1,0,0,0,0,0,1,3,19,1,-1.74,1,-3.31
4585,2014-04-03,2014-04-02,2014-04-02,73,73,0,0,0,0,0,0,0,0,1,11,1,-2.52,1,-4.21
4586,2013-04-27,2003-05-07,2013-04-27,54,44,0,4,0,0,3,0,0,0,7,27,4,-0.74,3,-2.34
4587,2014-08-21,2014-08-20,2014-08-20,35,35,0,0,0,0,0,0,0,0,6,25,7,0.03,4,-2.2
4587,2014-08-28,2014-08-20,2014-08-27,35,35,0,0,0,0,1,0,0,0,5,23,2,-1.05,3,-2.39
4588,2014-04-26,2011-02-23,2014-04-25,22,19,0,0,0,0,0,0,0,0,1,14,3,-0.77,4,-2.15
4589,2014-09-05,2014-09-04,2014-09-04,22,22,0,0,0,0,0,0,0,0,1,13,6,-0.22,5,-1.88
4590,2014-09-14,2011-09-20,2014-09-13,36,33,0,0,0,0,0,0,0,0,1,14,2,-1.38,1,-3.15
4591,2013-01-06,2007-01-07,2013-01-05,21,15,0,0,0,0,0,0,0,0,2,16,9,0.61,9,-0.85
4592,2013-09-10,2013-09-09,2013-09-09,18,18,0,0,0,0,0,0,0,0,3,19,10,0.68,9,-0.98
4593,2013-02-17,2013-02-16,2013-02-16,34,34,0,0,0,0,0,0,0,0,2,16,1,-2.01,1,-3.46
4594,2014-08-29,2009-08-20,2014-08-29,23,18,0,0,0,0,2,0,0,0,1,13,3,-0.8,5,-1.81
4595,2013-01-04,2008-12-20,2013-01-03,26,22,0,0,0,0,0,0,0,0,3,20,7,-0.06,5,-1.81
4596,2013-04-19,2013-04-18,2013-04-18,49,49,0,0,0,0,0,0,0,0,3,18,1,-2.08,1,-3.69
4597,2014-06-01,2008-04-16,2014-06-01,32,25,0,0,0,0,3,0,0,0,2,17,2,-1.37,3,-2.47
4598,2013-05-10,2004-06-08,2013-05-09,27,18,0,0,0,0,0,0,0,0,5,23,10,0.64,8,-1.09
4599,2014-03-15,2003-08-18,2014-03-14,57,46,0,3,0,0,1,0,0,0,2,17,2,-1.22,2,-2.91
4600,2013-09-05,2011-07-25,NA,19,17,1,0,0,0,0,0,0,0,2,17,9,0.45,6,-1.54
4601,2014-12-18,1994-03-08,NA,39,18,0,0,0,0,0,0,0,0,9,31,8,0.19,6,-1.7
4602,2014-07-10,2007-09-03,NA,34,27,0,0,0,0,0,0,0,0,1,15,5,-0.35,1,-3.42
4603,2013-02-16,1997-06-04,2013-02-16,36,20,0,0,0,0,0,0,0,2,3,20,3,-0.76,1,-2.99
4604,2013-02-28,2011-03-31,2013-02-27,45,43,0,0,0,1,0,0,0,0,1,14,1,-1.96,1,-3.55
4605,2013-05-04,2010-08-22,2013-05-03,28,26,0,0,0,0,0,0,0,0,2,17,1,-1.7,1,-3.06
4606,2014-08-25,2013-08-12,NA,18,17,1,0,0,0,0,0,0,0,1,12,4,-0.63,7,-1.37
4607,2014-09-30,2013-04-14,2014-09-30,59,58,0,0,0,0,0,0,0,0,3,18,1,-2.46,1,-4.19
4608,2013-05-03,2008-03-28,2013-05-02,18,12,0,0,0,0,0,0,0,0,1,15,10,0.93,8,-1.22
4609,2013-11-09,2013-11-08,2013-11-08,48,48,0,0,0,0,0,0,0,0,1,14,1,-2.08,1,-3.49
4610,2013-02-15,2008-08-14,2013-02-14,23,19,0,6,0,0,0,0,0,0,6,25,9,0.55,8,-1.19
4611,2013-09-27,2013-09-27,2013-09-27,25,25,0,0,0,0,0,0,0,0,1,13,1,-1.44,2,-2.66
4612,2014-07-26,2011-03-22,2014-07-25,29,26,0,0,0,0,0,0,0,0,3,20,7,-0.03,2,-2.66
4613,2013-01-11,2012-01-20,NA,29,28,0,0,0,0,0,0,0,0,4,20,3,-1.26,2,-2.67
4614,2014-12-17,1995-11-08,2014-12-16,38,19,0,0,0,0,0,0,0,0,5,23,9,0.31,4,-2.02
4615,2013-01-19,2010-05-18,2013-01-19,21,18,0,0,0,1,0,0,0,0,1,14,6,-0.46,5,-1.82
4616,2013-02-20,2011-11-29,2013-02-19,20,19,0,2,0,0,0,0,0,0,3,20,9,0.49,9,-0.63
4617,2013-11-25,2013-11-24,2013-11-24,28,27,0,0,0,0,0,0,0,0,1,14,2,-1.22,3,-2.47
4618,2013-10-22,2011-08-11,NA,18,16,1,0,0,0,0,0,0,0,1,13,6,-0.2,8,-1.09
4619,2014-06-20,2014-06-19,2014-06-19,22,22,0,0,0,0,0,0,0,0,1,13,2,-1.2,2,-2.64
4620,2013-02-18,2013-02-17,2013-02-17,38,38,0,0,0,0,0,0,0,0,2,16,2,-1.37,1,-3.02
4621,2013-06-06,2012-09-20,NA,64,64,0,0,0,0,0,0,0,0,5,22,1,-1.62,1,-3.27
4622,2013-05-22,1998-02-11,2013-05-21,35,20,0,0,0,0,0,0,0,0,4,21,3,-0.92,3,-2.44
4623,2014-11-04,NA,NA,19,NA,0,0,0,0,0,0,0,0,3,18,6,-0.26,7,-1.42
4624,2014-01-04,2013-08-25,2014-01-03,30,29,0,0,0,0,0,0,0,0,4,21,8,0.23,6,-1.72
4625,2013-10-15,2008-03-13,2013-10-15,24,18,0,0,0,0,0,0,0,0,1,15,6,-0.26,3,-2.46
4626,2013-01-22,2012-09-13,NA,20,20,0,0,0,0,0,0,0,0,1,11,5,-0.61,4,-2.02
4627,2013-09-30,2013-09-26,2013-09-26,67,67,0,0,0,0,0,0,0,0,1,13,1,-2.83,1,-4.53
4628,2013-02-08,2012-10-19,2013-02-08,21,21,0,0,0,0,0,0,0,0,3,18,9,0.55,9,-0.89
4629,2013-10-10,2013-10-09,2013-10-09,52,52,0,0,0,0,0,0,0,0,6,24,1,-1.4,2,-2.63
4630,2013-05-07,NA,NA,52,NA,0,0,0,0,0,0,0,0,1,15,1,-1.96,1,-3.62
4631,2014-07-05,2005-10-21,2014-07-04,26,17,1,0,0,1,1,0,0,0,2,17,10,1.02,7,-1.27
4632,2014-12-05,2014-06-27,2014-12-04,18,18,0,0,0,1,1,0,0,0,5,22,8,0.26,7,-1.46
4633,2014-06-25,2014-01-21,NA,20,19,0,0,0,0,0,0,0,0,1,14,3,-0.86,4,-2
4634,2013-10-29,2013-10-29,2013-10-29,24,24,0,0,0,0,0,0,0,0,3,20,4,-0.64,2,-2.63
4635,2014-08-26,2014-08-25,2014-08-25,26,26,0,0,0,0,0,0,0,0,1,12,2,-1.31,4,-2.1
4636,2014-01-03,2013-12-21,2014-01-02,18,18,0,0,0,0,1,0,0,0,1,11,6,-0.58,7,-1.33
4637,2013-03-14,2003-07-12,2013-03-13,33,23,0,0,0,0,0,0,0,0,4,21,1,-1.39,2,-2.73
4638,2014-09-17,2011-06-17,2014-09-16,24,21,0,0,0,1,2,0,0,0,2,16,8,-0.11,6,-1.59
4639,2014-01-12,1994-02-19,2014-01-11,36,17,0,0,0,6,3,0,0,0,7,27,4,-0.62,3,-2.26
4640,2014-11-18,2007-01-15,2014-11-14,24,16,0,0,0,0,0,0,0,0,4,21,10,0.88,6,-1.59
4641,2013-01-02,2010-10-15,2013-01-01,31,29,0,0,0,0,0,0,0,0,1,14,4,-0.9,2,-2.62
4642,2014-10-21,2000-06-25,2014-10-20,30,15,0,2,0,1,0,0,0,0,9,31,8,0.27,3,-2.39
4643,2013-05-07,2001-03-15,2013-05-06,29,17,0,0,0,0,1,0,0,0,7,26,10,0.92,6,-1.5
4644,2014-10-15,2014-08-19,NA,23,23,0,0,0,0,0,0,0,0,1,13,3,-0.75,3,-2.36
4645,2013-10-03,2013-10-02,2013-10-02,66,66,0,0,0,0,0,0,0,0,1,11,1,-2.63,1,-4.26
4646,2014-11-20,2014-11-19,2014-11-19,19,19,0,0,0,0,0,0,0,0,1,14,7,-0.05,8,-1.05
4647,2013-12-16,2011-02-16,2013-11-25,19,16,0,0,0,0,0,0,0,0,1,15,6,-0.15,8,-1.1
4648,2013-05-08,2010-09-23,NA,38,35,0,0,0,0,0,0,0,0,1,14,1,-1.66,1,-3.26
4649,2013-07-15,2013-07-12,2013-07-12,18,18,0,0,0,0,0,0,0,0,1,14,5,-0.38,6,-1.68
4650,2013-11-20,2013-09-01,NA,27,26,0,0,0,0,0,0,0,0,1,15,3,-0.9,3,-2.55
4651,2013-01-27,2013-01-26,2013-01-26,35,35,0,0,0,0,0,0,0,0,7,26,8,0.14,6,-1.71
4652,2014-04-30,2013-08-08,2014-04-29,19,18,0,0,0,0,0,0,0,0,1,15,9,0.51,9,-0.9
4653,2014-05-23,2008-06-14,NA,24,18,0,0,0,0,0,0,0,0,3,18,8,0.17,7,-1.28
4654,2014-09-09,2014-06-27,NA,54,54,0,0,0,0,0,0,0,0,3,18,1,-2.5,1,-4.08
4655,2013-05-04,2002-07-09,NA,28,18,0,0,0,0,0,0,0,0,5,23,8,0.22,4,-2.18
4656,2014-10-12,2014-10-12,2014-10-12,55,55,0,0,0,0,0,0,0,0,6,25,2,-1.09,1,-3.43
4657,2013-08-27,2002-07-20,2013-08-27,32,21,0,0,0,0,0,0,0,0,1,13,2,-1.07,3,-2.33
4657,2014-07-23,2002-07-20,2014-07-22,33,21,0,0,0,1,1,0,0,0,3,19,5,-0.47,6,-1.73
4658,2013-03-27,2002-04-08,2013-03-14,31,20,0,0,0,0,0,0,0,0,7,27,6,-0.21,6,-1.69
4659,2013-12-11,2013-12-10,2013-12-10,50,50,0,0,0,0,0,0,0,0,1,11,1,-2.25,1,-3.84
4660,2013-01-08,2013-01-06,2013-01-06,18,18,0,0,0,0,0,0,0,0,3,20,8,0.19,8,-1.18
4660,2013-01-17,2013-01-06,2013-01-06,18,18,0,0,0,0,0,0,0,0,3,20,8,0.19,8,-1.18
4660,2014-06-11,2013-01-06,NA,19,18,0,0,0,0,0,0,0,0,4,21,8,0.24,6,-1.54
4661,2014-03-06,1995-09-07,2014-03-05,40,22,0,2,0,1,1,0,0,0,1,15,2,-1.32,2,-2.85
4662,2013-01-28,2013-01-26,2013-01-26,29,29,0,0,0,0,0,0,0,0,1,11,2,-1.41,2,-2.79
4663,2013-08-25,1997-10-21,2013-08-24,46,30,0,0,0,0,1,0,0,0,3,19,6,-0.13,3,-2.51
4664,2014-07-30,1981-04-23,NA,54,21,0,0,0,0,0,0,0,0,6,25,4,-0.6,4,-2.15
4665,2013-12-27,2013-12-26,2013-12-26,19,19,0,0,0,0,0,0,0,0,1,13,4,-0.82,5,-1.82
4666,2013-03-15,2009-09-04,NA,26,22,0,0,0,0,0,0,0,0,4,21,7,-0.17,5,-1.74
4667,2013-02-17,2009-08-29,2013-02-16,25,21,0,0,0,0,0,0,0,0,1,14,5,-0.38,3,-2.3
4668,2013-12-24,1996-04-12,2013-12-22,63,45,0,0,0,0,0,0,0,0,4,20,1,-2.29,1,-3.37
4669,2014-12-25,2014-08-29,2014-12-24,24,23,0,0,0,0,1,0,0,0,1,13,4,-0.57,3,-2.32
4670,2013-02-16,2013-02-16,2013-02-16,24,24,0,0,0,0,0,0,0,0,1,13,3,-1.15,3,-2.3
4671,2014-08-23,2006-09-29,2014-08-22,27,19,0,0,0,0,0,0,0,2,1,15,4,-0.7,3,-2.53
4672,2013-10-21,1988-12-09,2013-10-21,45,20,0,0,0,0,0,0,0,0,9,33,8,0.18,6,-1.63
4673,2013-03-19,2012-04-04,2013-03-18,22,21,0,0,0,0,0,0,0,0,3,19,8,0.15,8,-1.18
4674,2013-12-27,2013-12-26,2013-12-26,18,18,0,0,0,0,0,0,0,0,1,12,3,-0.82,6,-1.53
4675,2013-10-24,1992-02-28,2013-10-23,46,25,0,0,0,0,0,0,0,1,4,21,6,-0.23,3,-2.34
4675,2014-11-10,1992-02-28,2014-11-09,47,25,0,0,0,0,1,0,0,1,3,19,5,-0.4,3,-2.49
4676,2014-06-22,2014-06-21,2014-06-21,34,34,0,0,0,0,0,0,0,0,7,26,1,-1.96,1,-3.42
4677,2013-12-07,2002-08-12,2013-12-06,40,28,0,0,0,0,0,0,0,0,6,24,3,-0.99,1,-3.4
4678,2013-04-22,2009-08-26,2013-04-21,60,57,0,0,0,0,0,0,0,0,3,20,3,-0.83,2,-2.86
4679,2013-08-10,2013-08-09,2013-08-09,38,38,0,0,0,0,0,0,0,0,2,16,2,-1.2,1,-3.42
4680,2013-04-12,2013-04-11,2013-04-11,31,31,0,0,0,0,0,0,0,0,2,16,2,-1.04,3,-2.28
4681,2013-04-11,2013-01-03,2013-04-11,18,18,0,0,0,0,0,0,0,0,3,18,10,0.73,9,-0.65
4682,2013-10-09,2013-09-22,2013-10-08,25,25,0,0,0,0,1,0,0,0,1,13,2,-1.2,2,-2.59
4683,2014-03-17,2014-03-16,2014-03-16,27,27,0,0,0,0,0,0,0,0,1,13,1,-1.69,1,-3.02
4684,2014-11-11,2014-11-10,2014-11-10,33,33,0,0,0,0,0,0,0,0,6,25,10,0.66,5,-1.87
4685,2013-05-03,2004-01-15,NA,29,20,0,0,0,0,0,0,0,0,7,27,6,-0.14,2,-2.65
4686,2013-05-14,2013-05-13,2013-05-13,47,47,0,0,0,0,0,0,0,0,1,13,1,-1.75,2,-2.92
4687,2014-04-23,2013-10-04,2014-04-22,22,21,0,0,0,0,0,0,0,0,1,14,3,-0.88,4,-2.17
4688,2013-05-13,2013-03-06,NA,29,28,0,0,0,0,0,0,0,0,4,21,2,-1.29,1,-3.04
4689,2013-05-23,NA,NA,25,NA,0,0,0,0,0,0,0,0,5,23,4,-0.6,5,-1.91
4690,2014-07-29,2014-07-28,2014-07-28,24,24,0,0,0,0,0,0,0,0,1,11,2,-1.57,2,-2.72
4691,2014-10-24,2007-10-01,NA,33,26,0,0,0,0,0,0,0,0,1,14,2,-1.4,2,-2.6
4692,2013-04-30,2013-04-29,2013-04-29,44,44,0,0,0,0,0,0,0,0,1,12,1,-2.27,1,-3.82
4693,2014-10-24,2014-10-24,2014-10-24,31,31,0,0,0,0,0,0,0,0,2,16,8,0.28,4,-2.01
4694,2014-01-27,2002-06-27,2014-01-24,42,30,0,0,0,0,0,0,0,0,8,28,4,-0.63,1,-3.04
4695,2014-07-31,2008-03-01,NA,42,35,0,0,0,0,0,0,0,0,5,22,1,-1.46,2,-2.75
4696,2013-12-26,2013-12-24,2013-12-24,53,53,0,0,0,0,0,0,0,0,1,14,1,-2.27,1,-3.87
4697,2013-10-13,2013-10-12,2013-10-12,21,21,0,0,0,0,0,0,0,0,3,18,3,-0.81,5,-1.88
4698,2013-03-20,1989-04-30,2013-03-19,51,27,0,1,0,0,0,0,0,0,2,16,6,-0.21,1,-2.99
4699,2013-12-11,2012-03-10,NA,19,17,1,0,0,0,0,0,0,0,1,12,4,-0.69,6,-1.6
4700,2014-08-27,NA,NA,22,NA,0,0,0,0,0,0,0,0,4,20,9,0.35,8,-1.1
4701,2013-08-18,2010-06-18,2013-08-17,36,33,0,6,0,0,1,0,0,0,10,41,10,0.84,8,-1.11
4702,2013-10-24,2013-02-25,2013-10-23,19,18,0,0,0,0,0,0,0,0,1,14,9,0.4,8,-1.16
4703,2013-02-11,2013-02-10,2013-02-10,22,22,0,0,0,0,0,0,0,0,1,12,2,-1.2,3,-2.37
4704,2013-08-08,1998-10-12,2013-08-07,41,26,0,4,0,0,0,0,0,0,1,15,3,-0.76,3,-2.33
4705,2013-04-08,2008-01-05,2013-04-07,49,43,0,0,0,0,0,0,0,0,8,28,3,-0.98,1,-3.35
4705,2014-02-07,2008-01-05,2014-02-06,49,43,0,0,0,0,0,0,0,0,9,32,2,-1.1,1,-3.49
4706,2014-10-19,2014-10-18,2014-10-18,50,50,0,0,0,0,0,0,0,0,2,17,2,-1.56,2,-2.8
4707,2013-04-10,2013-04-09,2013-04-09,18,18,0,0,0,0,0,0,0,0,5,22,9,0.43,8,-1.16
4708,2013-12-18,2011-05-03,NA,29,26,0,0,0,0,0,0,0,0,7,26,2,-1.34,1,-2.96
4709,2014-07-22,2014-07-21,2014-07-21,31,31,0,0,0,0,0,0,0,0,3,19,1,-1.93,1,-3.28
4710,2014-10-03,2005-04-18,2014-09-14,28,19,0,3,0,0,0,0,0,0,7,26,4,-0.95,2,-2.9
4711,2013-08-08,2013-04-08,NA,36,36,0,0,0,0,0,0,0,0,1,14,1,-1.99,1,-3.45
4712,2014-01-08,1989-03-09,2014-01-07,54,29,0,0,0,0,0,0,0,0,9,33,2,-1.36,1,-3.22
4713,2014-08-28,2014-08-27,2014-08-27,21,21,0,0,0,0,0,0,0,0,7,26,6,-0.26,7,-1.44
4714,2014-04-30,2000-06-19,2014-04-29,47,33,0,1,0,0,0,0,0,0,5,22,3,-0.9,1,-3.36
4715,2013-01-05,2000-01-19,2013-01-04,31,18,0,0,0,0,0,0,0,0,4,21,8,0.16,7,-1.39
4716,2013-03-11,NA,NA,31,NA,0,0,0,0,0,0,0,0,1,11,1,-1.79,1,-3.21
4717,2014-05-01,2014-02-07,NA,55,54,0,0,0,0,0,0,0,0,1,14,1,-1.77,1,-3.24
4718,2013-08-07,2013-07-09,2013-07-09,36,36,0,0,0,0,0,0,0,0,3,19,1,-2,1,-3.48
4719,2013-12-28,2013-12-28,2013-12-28,27,27,0,0,0,0,0,0,0,0,1,11,1,-1.6,2,-2.94
4720,2013-02-12,2010-06-13,NA,24,22,0,0,0,0,0,0,0,0,2,16,8,-0.06,3,-2.53
4721,2014-08-16,2012-03-05,2014-08-15,21,19,0,1,0,0,0,0,0,0,2,16,5,-0.38,8,-1.22
4722,2013-12-09,2013-12-07,2013-12-07,24,24,0,0,0,0,0,0,0,0,1,14,5,-0.5,3,-2.38
4723,2013-09-04,2008-10-19,2013-09-04,20,15,0,0,0,4,0,0,0,0,1,13,7,0.05,9,-0.71
4724,2014-08-13,2009-04-06,2014-08-12,63,57,0,0,0,0,1,0,0,0,1,14,1,-1.95,1,-3.23
4725,2013-02-28,1980-08-04,NA,48,15,1,0,0,0,0,0,0,0,9,30,10,0.52,6,-1.69
4726,2014-03-07,2014-03-06,2014-03-06,56,56,0,0,0,0,0,0,0,0,4,20,1,-2.31,1,-3.94
4727,2014-08-12,2014-08-11,2014-08-11,19,19,0,0,0,0,0,0,0,0,3,20,4,-0.71,6,-1.58
4728,2014-10-14,NA,NA,25,NA,0,0,0,0,0,0,0,0,2,17,9,0.31,3,-2.26
4729,2013-02-18,NA,NA,39,NA,0,0,0,0,0,0,0,0,1,11,1,-2.15,1,-3.66
4730,2014-01-08,2013-12-16,2014-01-07,18,18,0,0,0,0,0,0,0,0,1,12,2,-1.07,5,-1.92
4731,2013-08-17,2013-08-16,2013-08-16,18,18,0,0,0,0,0,0,0,0,2,16,5,-0.4,7,-1.36
4732,2013-02-16,2013-02-15,2013-02-15,18,18,0,0,0,0,0,0,0,0,1,13,5,-0.44,8,-1.21
4733,2013-09-18,NA,NA,48,NA,0,0,0,0,0,0,0,0,6,25,1,-1.48,5,-1.96
4734,2014-07-09,2014-07-08,2014-07-08,49,49,0,0,0,0,0,0,0,0,1,14,1,-2.17,1,-3.21
4735,2013-08-11,2013-08-10,2013-08-10,20,20,0,0,0,0,0,0,0,0,1,15,7,0.08,8,-1.15
4736,2014-09-07,2007-11-14,2014-09-06,33,26,0,0,0,0,0,0,0,0,2,17,4,-0.71,2,-2.67
4737,2013-08-23,2000-08-19,NA,43,30,0,0,0,0,0,0,0,0,3,19,4,-0.56,3,-2.49
4738,2014-04-26,2014-04-25,2014-04-25,28,28,0,0,0,0,0,0,0,0,5,22,5,-0.33,2,-2.6
4739,2013-03-13,2005-12-16,2013-03-13,22,15,0,1,0,0,1,0,0,0,3,20,9,0.31,9,-0.81
4740,2014-06-10,2014-06-09,2014-06-09,53,53,0,0,0,0,0,0,0,0,1,11,1,-2.13,1,-3.87
4741,2014-05-11,2014-05-11,2014-05-11,19,19,0,0,0,0,0,0,0,0,1,11,4,-1.01,4,-1.99
4742,2014-11-07,2014-11-06,2014-11-06,26,26,0,0,0,0,0,0,0,0,2,16,2,-1.45,2,-2.71
4743,2013-05-09,1998-11-06,2013-05-09,32,18,0,1,0,1,0,0,0,0,9,32,7,0,5,-1.81
4744,2014-06-04,2014-06-03,2014-06-03,24,24,0,0,0,0,0,0,0,0,2,16,3,-1.24,3,-2.44
4745,2014-04-25,2005-11-29,NA,29,21,0,0,0,0,0,0,0,0,1,15,5,-0.66,2,-2.68
4746,2014-07-08,2012-08-11,NA,25,23,0,0,0,0,0,0,0,0,2,17,3,-0.77,5,-1.93
4747,2013-06-13,2000-08-15,NA,31,18,0,0,0,0,0,0,0,0,7,27,7,0.07,6,-1.64
4748,2014-01-31,2014-01-30,2014-01-30,28,28,0,0,0,0,0,0,0,0,1,13,3,-1.21,2,-2.6
4749,2014-01-24,2007-10-04,2014-01-23,45,38,0,0,0,0,0,0,0,0,1,14,1,-1.82,1,-3.21
4750,2013-06-26,2005-08-05,2013-06-01,27,19,0,7,0,0,0,0,0,0,1,14,4,-0.67,2,-2.67
4751,2014-11-16,2014-08-23,2014-11-15,44,44,0,0,0,0,1,0,0,0,2,16,2,-1.34,2,-2.88
4752,2014-09-13,2013-11-04,2014-09-12,20,19,0,0,0,0,0,0,0,0,1,13,3,-0.92,5,-1.96
4753,2013-12-01,2013-11-30,2013-11-30,31,31,0,0,0,0,0,0,0,0,2,16,1,-1.64,1,-3.04
4754,2013-02-22,2013-01-30,2013-01-30,44,44,0,0,0,0,0,0,0,0,2,16,1,-1.83,1,-3.74
4755,2013-05-09,1993-01-20,NA,39,19,0,0,0,0,0,0,0,0,3,19,7,0.03,3,-2.39
4756,2013-05-16,NA,NA,21,NA,0,0,0,0,0,0,0,0,3,19,6,-0.17,7,-1.27
4757,2013-03-02,1997-10-13,2013-03-01,36,20,0,0,0,0,0,0,0,0,1,12,2,-1.22,1,-3.01
4758,2013-10-03,NA,NA,31,NA,0,0,0,0,0,0,0,0,4,21,6,-0.17,4,-1.98
4759,2013-04-13,2012-09-05,2013-04-12,35,34,0,3,0,0,0,0,0,2,3,18,6,-0.15,4,-2.19
4760,2013-07-22,1996-11-21,NA,47,30,0,0,0,0,0,0,0,0,3,19,2,-1.23,1,-3.37
4761,2013-04-12,2010-03-18,2013-04-11,27,24,0,0,0,0,0,0,0,0,3,19,2,-1.1,2,-2.82
4762,2014-07-06,2014-07-05,2014-07-05,21,21,0,0,0,0,0,0,0,0,1,13,6,-0.53,5,-1.8
4763,2013-04-04,2012-12-23,2013-04-03,20,20,0,0,0,0,0,0,0,0,1,13,3,-0.92,4,-2.1
