"","person_id","p_age","cq_fail_appear_two_yr","cq_fail_appear_two_plus","p_yrs5_felcount_person","p_misdem_count_5yrs","p_violence_raw","p_drug_count_5yrs","p_yrs5_trafcount_person","p_prison_visits","p_jail_visits","cq_prior_conviction_F","cq_prior_conviction_M","corrected_age"
"4756",6724,21,0,0,3,0,-1.54,0,0,0,1,3,0,-2.12240215798853
"4757",6727,40,0,0,0,0,-2.63,0,0,2,2,1,0,-3.7049374640185
"4758",6728,38,0,0,0,1,-3.35,0,3,0,1,0,0,-3.62490872751422
"4759",6736,25,1,0,0,2,-2.21,0,4,0,2,0,6,-2.68471687541311
"4760",6737,24,0,1,0,2,-2.07,0,2,0,2,0,2,-2.56111215937688
"4761",6740,36,1,0,0,1,-1.98,0,0,0,1,0,1,-3.53466937049462
"4762",6741,21,0,0,1,0,-1.54,0,0,0,1,0,0,-2.12240215798853
"4763",6744,25,0,0,2,1,-0.72,0,0,3,4,2,0,-2.68471687541311
"4764",6747,23,0,0,2,8,-0.72,3,1,0,14,1,8,-2.4267335967161
"4765",6747,23,0,0,2,8,-0.85,3,1,0,14,1,8,-2.4267335967161
"4766",6747,23,0,0,2,8,-1.01,3,1,0,14,1,8,-2.4267335967161
"4767",6754,23,0,0,0,0,-1.88,0,1,0,1,0,0,-2.4267335967161
"4768",6756,32,0,0,0,0,-2.87,0,1,0,1,0,0,-3.3098706823087
"4769",6758,39,NA,NA,0,4,-3.28,0,4,0,3,0,3,-3.66601100014733
"4770",6758,39,NA,NA,0,4,-2.89,0,4,0,3,0,3,-3.66601100014733
"4771",6759,30,0,0,2,8,-1.71,2,8,3,3,7,10,-3.16730370279879
"4772",6760,33,0,0,3,1,-1.29,0,0,0,1,2,0,-3.37280700280018
"4773",6763,36,0,0,0,0,-2.97,0,1,0,1,0,0,-3.53466937049462
"4774",6766,29,0,0,3,6,-2.16,4,2,0,2,4,NA,-3.08649754893093
"4775",6766,29,0,0,3,6,-1.65,4,2,0,2,4,NA,-3.08649754893093
"4776",6770,26,NA,NA,1,1,-2.27,1,4,0,1,1,2,-2.79832457595651
"4777",6771,53,0,0,1,1,-3.31,1,1,0,2,4,2,-4.12819559110034
"4778",6775,27,0,0,0,7,-1.02,0,3,0,4,2,10,-2.90268300233775
"4779",6778,22,0,0,2,0,-1.73,0,0,0,1,0,0,-2.28077526649795
"4780",6780,34,0,0,0,1,-3.23,0,0,0,1,0,1,-3.43091372401383
"4781",6781,55,0,0,0,0,-2.39,0,2,0,1,0,0,-4.19003284264518
"4782",6783,47,0,0,1,13,-1.62,2,5,4,2,NA,NA,-3.94143541655095
"4783",6788,61,0,0,0,1,-2.23,0,0,2,1,6,6,-4.36518856135077
"4784",6790,34,0,0,0,0,-3.07,0,3,0,1,0,0,-3.43091372401383
"4785",6791,57,0,0,0,3,-4.04,0,7,0,1,0,2,-4.25096564821695
"4786",6793,38,0,0,0,1,-2.62,0,0,0,1,0,1,-3.62490872751422
"4787",6794,25,0,0,3,14,-2.32,4,13,0,3,6,8,-2.68471687541311
"4788",6796,23,0,0,0,0,-2.33,0,1,0,2,0,0,-2.4267335967161
"4789",6798,23,0,0,1,3,-1.56,0,1,0,1,0,1,-2.4267335967161
"4790",6799,24,0,0,0,2,-2.21,0,2,0,1,0,2,-2.56111215937688
"4791",6801,44,0,0,0,0,-1.89,0,0,2,1,1,1,-3.84525856717818
"4792",6803,56,0,0,0,0,-2.89,0,0,0,1,2,0,-4.22067114130344
"4793",6804,43,1,0,0,1,-3.36,0,7,0,3,0,1,-3.81192139521026
"4794",6806,41,0,0,1,0,-1.25,0,4,0,1,9,7,-3.74202860324325
"4795",6808,32,0,0,0,0,-2.91,0,3,0,2,0,0,-3.3098706823087
"4796",6810,22,0,0,0,3,-0.58,0,0,0,8,0,1,-2.28077526649795
"4797",6811,23,0,0,4,8,-1.12,1,3,0,5,2,5,-2.4267335967161
"4798",6811,23,0,0,4,8,-1.18,1,3,0,5,2,5,-2.4267335967161
"4799",6812,24,0,0,0,0,-2.21,0,0,0,1,0,0,-2.56111215937688
"4800",6815,21,0,1,0,2,-1.28,0,0,0,1,0,NA,-2.12240215798853
"4801",6816,29,0,0,0,0,-2.76,0,2,0,1,0,0,-3.08649754893093
"4802",6818,51,0,0,0,2,-3.21,0,0,0,3,0,1,-4.06610443758341
"4803",6819,36,0,0,0,3,-3.03,0,1,0,2,NA,3,-3.53466937049462
"4804",6819,36,0,0,0,3,-2.01,0,1,0,2,NA,3,-3.53466937049462
"4805",6820,25,4,0,0,2,-2.21,0,6,0,1,0,0,-2.68471687541311
"4806",6821,61,0,0,0,0,-3.16,0,3,0,1,0,2,-4.36518856135077
"4807",6822,24,0,0,0,2,-2.55,0,20,0,1,0,1,-2.56111215937688
"4808",6823,39,1,0,0,3,-2.77,1,4,0,1,0,2,-3.66601100014733
"4809",6824,46,0,0,6,10,-2.64,0,12,0,1,NA,9,-3.90983508763893
"4810",6825,62,0,0,6,5,-2.79,6,0,9,2,17,20,-4.39087167597654
"4811",6826,36,0,0,0,0,-1.4,0,1,0,1,0,0,-3.53466937049462
"4812",6827,25,0,0,0,1,-1.92,0,1,0,2,0,1,-2.68471687541311
"4813",6828,27,2,0,0,3,-2.46,0,2,0,1,0,2,-2.90268300233775
"4814",6830,22,0,0,0,3,-2.02,0,4,0,5,0,2,-2.28077526649795
"4815",6833,30,0,1,2,4,-2.58,3,11,0,2,2,3,-3.16730370279879
"4816",6834,37,0,0,0,0,-3.27,0,1,0,1,0,1,-3.58126107220255
"4817",6835,57,0,0,0,1,-4.15,0,0,1,2,2,2,-4.25096564821695
"4818",6838,39,0,0,0,1,-3,0,4,0,3,5,2,-3.66601100014733
"4819",6840,43,1,0,1,4,-2.42,1,3,1,3,3,3,-3.81192139521026
"4820",6841,31,0,0,0,0,-2.65,0,2,0,1,0,0,-3.24156064981629
"4821",6845,23,0,0,1,0,-1.62,0,0,0,2,0,0,-2.4267335967161
"4822",6848,38,0,0,0,0,-3.52,0,2,0,1,0,0,-3.62490872751422
"4823",6851,27,0,0,0,2,-1.65,2,3,1,1,4,NA,-2.90268300233775
"4824",6852,27,2,0,1,4,-2.45,2,10,0,2,0,2,-2.90268300233775
"4825",6855,31,0,0,1,0,-2.77,0,5,0,1,1,0,-3.24156064981629
"4826",6858,58,0,0,0,1,-3.72,0,3,0,1,3,2,-4.28076232088287
"4827",6860,21,1,0,1,7,-1.11,1,4,0,0,1,3,-2.12240215798853
"4828",6861,38,0,0,0,0,-3.27,0,4,0,1,0,0,-3.62490872751422
"4829",6862,31,0,0,0,2,-2.27,1,5,0,1,1,5,-3.24156064981629
"4830",6864,26,0,0,2,6,-2,2,2,0,2,0,4,-2.79832457595651
"4831",6866,23,0,0,0,1,-1.86,0,1,0,1,0,1,-2.4267335967161
"4832",6868,38,0,0,0,0,-2.92,0,0,3,2,1,0,-3.62490872751422
"4833",6870,32,0,0,1,10,-0.87,7,0,1,1,2,10,-3.3098706823087
"4834",6872,57,0,0,1,1,-3.74,1,1,0,0,2,0,-4.25096564821695
"4835",6874,19,0,0,0,2,-1.56,0,0,0,1,0,2,-1.76492611415493
"4836",6877,35,0,0,0,2,-3.03,0,12,0,3,0,0,-3.48470586887167
"4837",6878,47,0,0,0,1,-2.26,0,0,0,2,0,1,-3.94143541655095
"4838",6879,39,1,0,0,2,-3.65,0,7,0,1,0,2,-3.66601100014733
"4839",6880,31,0,0,0,0,-3.1,0,0,0,2,0,0,-3.24156064981629
"4840",6881,35,0,0,0,0,-3.13,0,4,0,2,0,1,-3.48470586887167
"4841",6882,29,1,0,4,18,-1.09,7,4,1,5,4,14,-3.08649754893093
"4842",6883,54,0,0,0,1,-3.64,0,0,1,2,0,1,-4.15917570494393
"4843",6885,28,0,0,0,0,-2.32,0,6,0,1,0,0,-2.99851080608639
"4844",6886,51,0,0,0,1,-2.79,0,1,7,3,9,5,-4.06610443758341
"4845",6887,44,0,0,0,0,-3.79,0,2,0,1,0,0,-3.84525856717818
"4846",6889,35,0,0,0,2,-2.03,2,3,0,1,0,4,-3.48470586887167
"4847",6890,51,0,0,1,1,-2.95,0,0,0,1,1,1,-4.06610443758341
"4848",6891,43,0,0,1,0,-3.14,0,2,0,2,0,0,-3.81192139521026
"4849",6892,20,0,0,0,1,-1.45,0,5,0,3,0,0,-1.95075017065288
"4850",6896,31,0,0,1,1,-0.85,0,0,2,3,0,1,-3.24156064981629
"4851",6899,39,0,0,0,0,-2.84,0,4,0,1,0,0,-3.66601100014733
"4852",6900,30,0,0,0,0,-2.26,0,0,0,2,1,0,-3.16730370279879
"4853",6904,23,0,0,0,0,-2.02,0,2,0,1,0,0,-2.4267335967161
"4854",6908,30,0,1,7,12,-2.61,4,9,0,6,NA,NA,-3.16730370279879
"4855",6910,33,0,0,3,14,-1.19,2,8,2,7,7,14,-3.37280700280018
"4856",6914,44,0,0,0,0,-3.55,0,4,0,1,0,1,-3.84525856717818
"4857",6915,30,0,0,6,4,-2.63,1,12,0,3,3,7,-3.16730370279879
"4858",6915,30,0,0,6,4,-1.75,1,12,0,3,3,7,-3.16730370279879
"4859",6916,23,0,0,1,0,-1.77,0,0,0,1,1,0,-2.4267335967161
"4860",6917,45,3,0,0,2,-3.41,0,26,0,2,0,2,-3.87783145295103
"4861",6919,27,0,0,1,0,-2.41,0,0,1,3,2,0,-2.90268300233775
"4862",6919,27,0,0,1,0,-2.42,0,0,1,3,2,0,-2.90268300233775
"4863",6920,38,0,0,0,0,-2.83,0,1,3,2,10,5,-3.62490872751422
"4864",6923,31,0,0,0,0,-2.79,0,1,0,1,0,0,-3.24156064981629
"4865",6924,23,0,0,1,2,-1.4,2,1,0,3,1,2,-2.4267335967161
"4866",6925,25,0,0,1,0,-1.97,0,3,0,1,0,0,-2.68471687541311
"4867",6926,31,0,0,1,1,-2.74,0,2,0,13,1,1,-3.24156064981629
"4868",6927,43,0,0,0,0,-2.21,0,0,0,2,0,2,-3.81192139521026
"4869",6930,48,0,0,0,0,-3.78,0,1,0,1,0,0,-3.97276929519505
"4870",6931,31,0,0,0,0,-2.68,0,2,0,1,0,0,-3.24156064981629
"4871",6932,22,1,0,2,5,-1.6,2,3,0,3,1,4,-2.28077526649795
"4872",6934,33,0,0,0,0,-2.79,0,2,0,1,0,0,-3.37280700280018
"4873",6935,21,2,0,2,5,-1.38,3,0,0,11,2,4,-2.12240215798853
"4874",6935,21,2,0,2,5,-1.68,3,0,0,11,2,4,-2.12240215798853
"4875",6936,23,0,0,0,1,-1.15,0,0,1,2,0,0,-2.4267335967161
"4876",6938,66,0,0,0,0,-4.35,0,1,0,1,0,0,-4.47312893460215
"4877",6939,62,0,0,0,0,-3.43,0,4,0,4,3,0,-4.39087167597654
"4878",6941,56,0,0,0,0,-3.81,0,7,0,1,0,0,-4.22067114130344
"4879",6942,29,0,0,0,1,-2.84,0,7,0,1,0,1,-3.08649754893093
"4880",6943,24,2,1,0,4,-2.4,0,15,0,2,0,3,-2.56111215937688
"4881",6944,44,0,0,0,0,-3.75,0,1,0,1,0,0,-3.84525856717818
"4882",6945,54,0,0,1,0,-3.52,0,0,0,1,0,0,-4.15917570494393
"4883",6947,28,0,0,0,4,-2.63,2,0,0,3,1,3,-2.99851080608639
"4884",6949,32,1,0,0,1,-3.18,0,8,0,1,0,0,-3.3098706823087
"4885",6950,51,0,0,1,1,-2.53,0,1,0,3,1,1,-4.06610443758341
"4886",6955,21,0,0,1,6,-0.7,0,0,0,3,0,3,-2.12240215798853
"4887",6956,26,0,0,5,3,-1.05,1,13,1,3,4,3,-2.79832457595651
"4888",6957,27,3,0,1,3,-1.87,1,10,1,2,0,2,-2.90268300233775
"4889",6959,28,0,0,0,0,-2.82,0,6,0,1,0,0,-2.99851080608639
"4890",6960,31,0,0,0,0,-3.1,0,2,0,1,0,0,-3.24156064981629
"4891",6961,33,0,0,0,0,-1.58,0,2,0,1,0,0,-3.37280700280018
"4892",6962,40,0,0,1,0,-2.48,1,2,0,1,2,2,-3.7049374640185
"4893",6963,49,0,0,1,0,-3.58,0,2,0,1,1,0,-4.00394448927813
"4894",6967,20,0,0,0,0,-1.41,0,9,0,1,0,0,-1.95075017065288
"4895",6968,31,0,0,3,9,-2.6,6,9,0,3,2,12,-3.24156064981629
"4896",6970,23,0,0,0,1,-2.08,0,3,0,2,0,0,-2.4267335967161
"4897",6972,33,0,0,0,0,-3.07,0,1,0,1,0,0,-3.37280700280018
"4898",6973,32,0,0,0,0,-2.07,0,1,0,1,0,0,-3.3098706823087
"4899",6977,45,0,1,0,7,-3.29,0,12,0,2,0,4,-3.87783145295103
"4900",6979,28,0,0,0,2,-2.56,0,4,0,1,0,1,-2.99851080608639
"4901",6980,28,0,0,6,4,-1.53,0,1,0,6,2,9,-2.99851080608639
"4902",6982,59,0,0,1,0,-3.67,1,0,0,2,1,0,-4.30987802699733
"4903",6983,52,0,0,0,0,-3.49,0,1,0,1,0,4,-4.097159274214
"4904",6985,22,0,0,0,0,-2.14,0,3,0,1,0,0,-2.28077526649795
"4905",6986,36,0,0,1,1,-2.39,0,0,0,1,0,1,-3.53466937049462
"4906",6987,40,0,0,0,0,-3.49,0,1,1,2,0,0,-3.7049374640185
"4907",6988,54,0,0,2,0,-3.19,0,0,0,1,4,1,-4.15917570494393
"4908",6991,30,0,0,0,5,-2.77,1,0,0,5,0,5,-3.16730370279879
"4909",6992,35,0,0,1,0,-2.92,0,0,0,1,2,1,-3.48470586887167
"4910",6993,43,0,0,4,4,-1.74,7,3,5,3,13,10,-3.81192139521026
"4911",6995,55,0,0,2,0,-3.44,2,8,0,1,9,5,-4.19003284264518
"4912",6997,25,1,0,1,1,-1.95,0,8,0,3,1,0,-2.68471687541311
"4913",6999,22,0,0,0,0,-2.1,0,3,0,1,0,0,-2.28077526649795
"4914",7001,32,0,0,0,0,-2.75,0,14,0,1,0,0,-3.3098706823087
"4915",7003,61,3,0,1,8,-3.39,0,12,3,2,16,11,-4.36518856135077
"4916",7004,24,0,0,0,2,-1.96,0,9,0,1,0,1,-2.56111215937688
"4917",7007,34,1,0,0,3,-2.85,0,7,0,1,2,2,-3.43091372401383
"4918",7008,45,0,0,1,6,-1.56,2,0,4,5,8,10,-3.87783145295103
"4919",7010,54,0,0,0,2,-3.47,0,0,0,4,3,5,-4.15917570494393
"4920",7012,28,0,0,0,0,-2.48,0,1,0,1,0,0,-2.99851080608639
"4921",7013,22,0,0,1,1,-2.14,1,0,0,2,1,1,-2.28077526649795
"4922",7014,26,0,0,5,6,-1.02,2,3,0,1,2,4,-2.79832457595651
"4923",7023,25,NA,NA,0,3,-2.25,1,6,0,1,0,1,-2.68471687541311
"4924",7024,28,0,0,0,2,-1.11,2,1,0,2,0,1,-2.99851080608639
"4925",7025,32,0,0,0,1,-3.15,0,1,0,2,0,0,-3.3098706823087
"4926",7025,32,0,0,0,1,-2.83,0,1,0,2,0,0,-3.3098706823087
"4927",7027,49,0,0,0,0,-3.73,0,1,0,4,0,0,-4.00394448927813
"4928",7028,36,1,0,1,3,-2.74,0,7,0,2,NA,2,-3.53466937049462
"4929",7029,33,0,0,4,14,-0.71,3,13,0,3,3,7,-3.37280700280018
"4930",7030,30,0,0,0,1,-2.88,0,7,0,1,0,0,-3.16730370279879
"4931",7031,23,0,0,0,0,-2.2,0,1,0,1,0,0,-2.4267335967161
"4932",7032,58,0,0,1,1,-3.28,2,4,0,1,0,0,-4.28076232088287
"4933",7033,22,0,0,3,3,-1.73,5,1,0,3,3,1,-2.28077526649795
"4934",7034,28,1,0,0,2,-2.49,0,20,0,5,0,1,-2.99851080608639
"4935",7035,25,0,0,0,0,-1.61,0,3,0,1,0,0,-2.68471687541311
"4936",7036,28,0,0,0,0,-2.7,0,3,0,3,0,0,-2.99851080608639
"4937",7037,26,1,0,0,3,-0.92,0,0,2,3,3,10,-2.79832457595651
"4938",7038,28,0,0,2,6,-2.02,2,3,2,3,3,9,-2.99851080608639
"4939",7039,36,0,0,0,0,-3.17,0,8,0,3,0,3,-3.53466937049462
"4940",7043,26,0,0,0,0,-2.33,0,1,0,1,0,0,-2.79832457595651
"4941",7044,25,0,0,0,1,-1.56,1,1,0,1,0,0,-2.68471687541311
"4942",7045,26,1,0,4,6,-1.95,3,5,1,2,0,4,-2.79832457595651
"4943",7047,40,0,0,0,0,-2.86,0,0,0,1,0,3,-3.7049374640185
"4944",7049,38,0,0,0,1,-2.62,0,0,0,1,0,1,-3.62490872751422
"4945",7051,56,0,0,0,0,-3.71,0,1,0,1,0,0,-4.22067114130344
"4946",7055,25,0,0,2,1,-2.32,2,0,0,0,0,0,-2.68471687541311
"4947",7056,22,0,0,0,1,-2.06,0,0,0,1,0,0,-2.28077526649795
"4948",7057,25,0,0,4,4,-0.64,7,3,0,3,0,4,-2.68471687541311
"4949",7061,24,0,0,0,1,-2.18,0,7,0,1,0,1,-2.56111215937688
"4950",7064,27,0,0,1,5,-2.19,0,9,0,1,0,2,-2.90268300233775
"4951",7065,33,0,0,6,3,-1.05,5,0,1,3,7,4,-3.37280700280018
"4952",7067,22,0,0,0,2,-1.46,0,1,1,3,0,1,-2.28077526649795
"4953",7072,55,0,0,2,0,-3.83,0,5,0,1,1,1,-4.19003284264518
"4954",7073,31,0,0,5,6,-1.04,2,10,3,4,1,4,-3.24156064981629
"4955",7073,31,0,0,5,6,-0.6,2,10,3,4,1,4,-3.24156064981629
"4956",7073,31,0,0,5,6,-0.66,2,10,3,4,1,4,-3.24156064981629
"4957",7073,31,0,0,5,6,-0.79,2,10,3,4,1,4,-3.24156064981629
"4958",7074,23,NA,NA,1,21,-1.92,1,0,0,12,1,19,-2.4267335967161
"4959",7075,26,0,0,0,0,-2.64,0,1,0,1,0,0,-2.79832457595651
"4960",7076,27,0,0,0,0,-2.82,0,7,0,3,0,0,-2.90268300233775
"4961",7077,31,0,0,2,2,-1.74,0,2,0,7,2,9,-3.24156064981629
"4962",7079,25,0,0,1,5,-1.93,2,3,0,1,1,4,-2.68471687541311
"4963",7083,58,0,0,0,0,-3.71,0,1,0,1,0,0,-4.28076232088287
"4964",7085,49,0,0,1,1,-2.74,1,1,0,3,1,1,-4.00394448927813
"4965",7087,57,0,0,0,0,-3.33,0,3,0,1,0,0,-4.25096564821695
"4966",7091,23,0,0,0,1,-1.31,0,2,0,1,0,0,-2.4267335967161
"4967",7095,26,1,0,0,1,-2.29,0,1,0,1,0,1,-2.79832457595651
"4968",7098,20,0,0,1,2,-0.57,0,0,1,4,1,1,-1.95075017065288
"4969",7099,34,0,0,0,0,-3.08,0,11,0,1,0,1,-3.43091372401383
"4970",7100,25,0,0,11,8,-1.42,7,0,0,4,3,6,-2.68471687541311
"4971",7104,49,0,0,0,6,-2.15,0,0,0,9,0,5,-4.00394448927813
"4972",7105,27,0,0,7,7,-1.81,7,16,0,4,4,5,-2.90268300233775
"4973",7107,28,0,0,6,12,-2.3,8,3,0,2,NA,NA,-2.99851080608639
"4974",7107,28,0,0,6,12,-1.97,8,3,0,2,NA,NA,-2.99851080608639
"4975",7111,47,0,0,0,0,-2.79,0,2,0,1,0,2,-3.94143541655095
"4976",7112,55,0,0,0,3,-2.04,0,0,8,3,8,6,-4.19003284264518
"4977",7112,55,0,0,0,3,-2,0,0,8,3,8,6,-4.19003284264518
"4978",7115,51,0,0,0,1,-4.09,0,1,0,1,0,1,-4.06610443758341
"4979",7116,32,0,0,4,5,-1,2,0,0,2,NA,2,-3.3098706823087
"4980",7117,55,1,0,0,4,-4.14,0,16,0,1,0,4,-4.19003284264518
"4981",7118,55,0,0,0,3,-2.77,1,1,0,1,5,6,-4.19003284264518
"4982",7119,23,0,0,0,4,-1.5,0,3,0,1,0,3,-2.4267335967161
"4983",7120,54,0,0,0,1,-2.7,0,1,0,2,0,0,-4.15917570494393
"4984",7121,40,0,0,0,1,-3.57,0,7,0,1,0,0,-3.7049374640185
"4985",7123,27,0,0,0,0,-2.38,0,1,0,3,0,0,-2.90268300233775
"4986",7124,36,0,0,3,2,-3.38,2,11,1,2,1,2,-3.53466937049462
"4987",7125,29,0,0,0,3,-2.45,2,15,0,3,0,3,-3.08649754893093
"4988",7126,45,0,0,0,0,-3.25,0,1,0,1,0,0,-3.87783145295103
"4989",7127,25,0,0,2,4,-1.55,0,0,0,2,0,2,-2.68471687541311
"4990",7129,34,0,0,6,5,-2.75,9,9,0,2,5,NA,-3.43091372401383
"4991",7129,34,0,0,6,5,-2.75,9,9,0,2,5,NA,-3.43091372401383
"4992",7129,34,0,0,6,5,-2.75,9,9,0,2,5,NA,-3.43091372401383
"4993",7129,34,0,0,6,5,-2.75,9,9,0,2,5,NA,-3.43091372401383
"4994",7129,34,0,0,6,5,-2.75,9,9,0,2,5,NA,-3.43091372401383
"4995",7129,34,0,0,6,5,-2.75,9,9,0,2,5,NA,-3.43091372401383
"4996",7129,34,0,0,6,5,-2.75,9,9,0,2,5,NA,-3.43091372401383
"4997",7129,34,0,0,6,5,-2.75,9,9,0,2,5,NA,-3.43091372401383
"4998",7129,34,0,0,6,5,-2.75,9,9,0,2,5,NA,-3.43091372401383
"4999",7129,34,0,0,6,5,-2.75,9,9,0,2,5,NA,-3.43091372401383
"5000",7129,34,0,0,6,5,-2.75,9,9,0,2,5,NA,-3.43091372401383
"5001",7129,34,0,0,6,5,-2.75,9,9,0,2,5,NA,-3.43091372401383
"5002",7129,34,0,0,6,5,-2.75,9,9,0,2,5,NA,-3.43091372401383
"5003",7129,34,0,0,6,5,-2.75,9,9,0,2,5,NA,-3.43091372401383
"5004",7129,34,0,0,6,5,-2.75,9,9,0,2,5,NA,-3.43091372401383
"5005",7129,34,0,0,6,5,-2.75,9,9,0,2,5,NA,-3.43091372401383
"5006",7130,40,0,0,2,3,-1.96,2,0,0,5,1,2,-3.7049374640185
"5007",7132,60,0,0,0,0,-1.87,0,1,0,1,0,0,-4.33810054445532
"5008",7133,27,NA,NA,2,6,-1.07,1,1,0,3,2,4,-2.90268300233775
"5009",7136,26,0,0,5,0,-1.06,0,0,0,3,0,0,-2.79832457595651
"5010",7137,26,0,0,0,0,-0.73,0,1,2,4,0,0,-2.79832457595651
"5011",7138,21,2,0,0,0,-1.77,0,2,0,1,0,0,-2.12240215798853
"5012",7141,41,0,0,0,2,-3.69,2,0,0,1,0,0,-3.74202860324325
"5013",7145,29,0,0,0,1,-1.97,0,5,0,1,0,0,-3.08649754893093
"5014",7147,37,0,0,0,2,-3.02,0,1,0,1,0,2,-3.58126107220255
"5015",7148,45,0,0,0,3,-1.81,0,0,0,1,5,9,-3.87783145295103
"5016",7149,22,0,0,0,0,-1.8,0,4,0,2,0,0,-2.28077526649795
"5017",7150,22,0,0,0,0,-0.7,0,3,0,3,0,0,-2.28077526649795
"5018",7154,56,0,0,0,0,-3.46,0,2,0,1,1,0,-4.22067114130344
"5019",7156,48,0,0,0,1,-2.55,0,6,0,1,2,1,-3.97276929519505
"5020",7157,27,0,0,0,1,-2.76,0,1,0,1,0,0,-2.90268300233775
"5021",7158,27,0,0,0,1,-2.48,0,2,0,2,0,1,-2.90268300233775
"5022",7159,34,1,0,0,1,-2.92,0,3,0,2,0,1,-3.43091372401383
"5023",7160,23,1,0,0,7,-1.82,1,5,0,4,0,4,-2.4267335967161
"5024",7166,33,1,0,0,1,-2.64,0,4,0,1,0,1,-3.37280700280018
"5025",7167,40,0,0,0,3,-3.12,0,4,0,1,0,2,-3.7049374640185
"5026",7168,37,0,0,0,1,-3.16,1,0,0,1,0,1,-3.58126107220255
"5027",7172,20,0,0,1,0,-1.88,0,0,0,1,0,0,-1.95075017065288
"5028",7174,50,0,0,1,7,-1.76,NA,0,5,2,9,NA,-4.03503967470601
"5029",7176,35,0,0,0,1,-3.31,0,1,0,1,0,1,-3.48470586887167
"5030",7177,22,0,0,0,1,-1.86,0,3,0,1,0,1,-2.28077526649795
"5031",7178,43,0,0,1,4,-1.41,1,12,0,3,2,8,-3.81192139521026
"5032",7179,67,0,0,0,1,-3.28,0,2,0,4,1,1,-4.48671336923454
"5033",7180,37,0,0,0,1,-2.26,1,3,0,1,4,0,-3.58126107220255
"5034",7184,26,0,0,1,2,-1.12,1,0,0,9,1,1,-2.79832457595651
"5035",7187,36,0,0,0,1,-2.26,0,1,1,2,6,13,-3.53466937049462
"5036",7189,21,0,0,0,1,-1.56,0,5,0,5,0,1,-2.12240215798853
"5037",7190,28,0,0,0,1,-2.48,0,0,0,1,0,0,-2.99851080608639
"5038",7192,70,0,0,0,0,-4.09,0,1,0,1,0,0,-4.50371227206042
"5039",7195,23,0,0,0,2,-1.48,0,0,0,1,0,2,-2.4267335967161
"5040",7198,21,0,0,0,1,-1.58,0,0,0,5,0,1,-2.12240215798853
"5041",7199,28,0,0,0,0,-2.16,0,0,0,1,0,0,-2.99851080608639
"5042",7204,30,0,0,0,2,-2.67,0,0,0,1,0,2,-3.16730370279879
"5043",7206,37,6,0,1,5,-2.7,1,2,0,3,0,6,-3.58126107220255
"5044",7209,43,0,0,2,2,-2.33,0,3,1,3,NA,6,-3.81192139521026
"5045",7210,27,0,0,0,0,-0.99,0,0,1,1,2,0,-2.90268300233775
"5046",7211,41,0,0,0,4,-2.41,0,4,3,3,4,2,-3.74202860324325
"5047",7211,41,0,0,0,4,-2.41,0,4,3,3,4,2,-3.74202860324325
"5048",7213,37,0,0,0,0,-1.9,0,0,0,1,2,0,-3.58126107220255
"5049",7214,30,0,1,0,5,-2.61,0,13,0,1,1,2,-3.16730370279879
"5050",7215,52,0,0,0,0,-3.08,0,4,0,1,3,1,-4.097159274214
"5051",7216,32,0,0,0,0,-1.72,0,2,1,3,2,4,-3.3098706823087
"5052",7219,32,0,0,0,3,-1.88,0,4,0,2,0,2,-3.3098706823087
"5053",7220,43,0,0,0,0,-2.13,0,0,1,1,NA,NA,-3.81192139521026
"5054",7222,34,2,2,0,1,-3.15,0,16,0,3,0,3,-3.43091372401383
"5055",7223,46,0,0,1,1,-3.58,0,3,0,1,1,0,-3.90983508763893
"5056",7224,24,1,0,0,2,-2.3,0,2,0,7,0,0,-2.56111215937688
"5057",7225,32,0,0,2,5,-1.32,0,3,0,2,2,4,-3.3098706823087
"5058",7226,43,0,0,4,6,-3.21,3,9,0,5,2,4,-3.81192139521026
"5059",7226,43,0,0,4,6,-2.65,3,9,0,5,2,4,-3.81192139521026
"5060",7227,50,3,0,1,2,-3.48,1,3,0,1,1,0,-4.03503967470601
"5061",7228,30,3,0,0,1,-2.23,0,8,3,2,7,2,-3.16730370279879
"5062",7229,36,0,0,4,1,-2.04,0,1,2,1,3,3,-3.53466937049462
"5063",7230,44,0,0,0,2,-2.76,0,0,6,1,4,5,-3.84525856717818
"5064",7231,37,0,0,0,0,-2.38,0,0,0,1,1,1,-3.58126107220255
"5065",7232,25,0,0,0,1,-2.38,0,2,0,1,0,3,-2.68471687541311
"5066",7234,37,1,1,0,1,-3.01,0,1,0,1,0,NA,-3.58126107220255
"5067",7237,40,0,0,3,1,-2.29,4,13,0,3,0,0,-3.7049374640185
"5068",7239,31,0,0,0,3,-2.71,0,8,0,1,0,2,-3.24156064981629
"5069",7240,33,0,0,0,0,-3.01,0,1,0,1,2,3,-3.37280700280018
"5070",7243,27,0,0,0,1,-2.4,1,7,0,1,0,2,-2.90268300233775
"5071",7244,27,0,0,0,2,-2.03,0,1,0,3,0,0,-2.90268300233775
"5072",7245,25,1,0,4,5,-1.57,0,3,0,9,2,4,-2.68471687541311
"5073",7247,24,0,0,0,2,-2.04,0,0,0,2,0,2,-2.56111215937688
"5074",7252,26,0,0,1,3,-1.13,4,0,1,1,1,2,-2.79832457595651
"5075",7255,27,0,0,1,2,-1.84,2,0,0,1,0,2,-2.90268300233775
"5076",7257,24,0,0,0,1,-2.13,0,0,0,2,0,NA,-2.56111215937688
